country,week,watch_time_per_user,new_algo_deployed,marketing_spend,avg_monthly_price,broadband_penetration
Germany,2023-08-28,5.04,1,1.39,10.83,88.7
Germany,2023-09-04,5.05,1,1.3,10.7,88.4
Germany,2023-09-11,4.5,1,1.37,10.79,88.7
Germany,2023-09-18,4.68,1,1.32,10.81,88.9
Germany,2023-09-25,4.57,1,1.19,10.78,88.3
Germany,2023-10-02,4.59,1,1.12,10.85,88.6
Germany,2023-10-09,4.6,1,1.16,10.82,88.7
Germany,2023-10-16,4.52,1,1.17,10.83,88.8
Germany,2023-10-23,4.6,1,1.22,10.79,89
Germany,2023-10-30,5.14,1,1.27,10.82,88.7
Germany,2023-11-06,5.22,1,1.2,10.77,89
Germany,2023-11-13,5.31,1,1.36,10.76,88.5
Germany,2023-11-20,5.29,1,1.4,10.89,88.4
Germany,2023-11-27,4.96,1,1.25,10.8,88.5
Germany,2023-12-04,5.2,1,1.22,10.85,88.6
Germany,2023-12-11,5,1,1.21,10.91,88.7
Germany,2023-12-18,5.02,1,1.21,10.77,88.5
Germany,2023-12-25,4.76,1,1.15,10.85,88.8
Austria,2021-01-04,4.27,0,1.19,10.48,86.7
Austria,2021-01-11,3.64,0,1.1,10.61,86.5
Austria,2021-01-18,4.5,0,1.15,10.51,86.5
Austria,2021-01-25,4.37,0,1.24,10.63,86.7
Austria,2021-02-01,4.95,0,1.18,10.52,86.6
Austria,2021-02-08,4.91,0,0.98,10.57,86.5
Austria,2021-02-15,4.72,0,1.14,10.51,86.4
Austria,2021-02-22,4.59,0,1.11,10.59,86.3
Austria,2021-03-01,4.79,0,1.24,10.55,87.1
Austria,2021-03-08,4.84,0,1.05,10.55,86.6
Austria,2021-03-15,4.4,0,1.08,10.57,86.3
Austria,2021-03-22,4.32,0,1.22,10.55,86.6
Austria,2021-03-29,4.6,0,1,10.6,86.5
Austria,2021-04-05,4.97,0,1.08,10.57,86.5
Austria,2021-04-12,4.8,0,1.26,10.61,86.6
Austria,2021-04-19,4.85,0,0.89,10.59,86.5
Austria,2021-04-26,5.12,0,1.06,10.63,86.6
Austria,2021-05-03,4.45,0,1.26,10.53,86.6
Austria,2021-05-10,4.99,0,1.21,10.62,86.5
Austria,2021-05-17,5.04,0,1.09,10.51,86.9
Austria,2021-05-24,4.82,0,1.01,10.52,86.6
Austria,2021-05-31,4.77,0,1.2,10.53,86.7
Austria,2021-06-07,4.61,0,1.19,10.52,86.6
Austria,2021-06-14,4.84,0,1.1,10.61,86.7
Austria,2021-06-21,4.57,0,1.12,10.51,86.7
Austria,2021-06-28,4.84,0,1.16,10.59,86.7
Austria,2021-07-05,4.02,0,1.19,10.54,86.3
Austria,2021-07-12,3.52,0,1.21,10.58,86.6
Austria,2021-07-19,4.28,0,1.08,10.57,86.2
Austria,2021-07-26,4.93,0,1.22,10.6,86.7
Austria,2021-08-02,4.57,0,1.12,10.58,86.7
Austria,2021-08-09,4.09,0,1.24,10.55,86.8
Austria,2021-08-16,4.55,0,0.92,10.57,86.3
Austria,2021-08-23,4.39,0,1.18,10.53,86.4
Austria,2021-08-30,4.78,0,1.12,10.52,86.8
Austria,2021-09-06,4.47,0,1.24,10.61,86.5
Austria,2021-09-13,4.12,0,1.23,10.53,86.5
Austria,2021-09-20,3.88,0,1.1,10.55,86.7
Austria,2021-09-27,4.23,0,1.05,10.51,86.5
Austria,2021-10-04,4.43,0,1.05,10.51,86.7
Austria,2021-10-11,4.78,0,0.94,10.46,86.4
Austria,2021-10-18,4.39,0,1.23,10.63,86.4
Austria,2021-10-25,4.23,0,1.23,10.65,86.9
Austria,2021-11-01,4.12,0,1.06,10.59,86.5
Austria,2021-11-08,4.25,0,1.21,10.49,86.5
Austria,2021-11-15,4.32,0,1.22,10.53,86.5
Austria,2021-11-22,4.41,0,1.28,10.64,86.6
Austria,2021-11-29,4.88,0,1.1,10.41,86.6
Austria,2021-12-06,4.7,0,1.18,10.58,86.7
Austria,2021-12-13,4.02,0,1.08,10.48,86.8
Austria,2021-12-20,4.23,0,1.29,10.54,86.8
Austria,2021-12-27,4.28,0,1.18,10.59,86.5
Austria,2022-01-03,4.58,0,1.17,10.55,86.6
Austria,2022-01-10,4.82,0,1.17,10.68,86.4
Austria,2022-01-17,4.61,0,0.95,10.53,86.8
Austria,2022-01-24,5.06,0,1,10.6,86.7
Austria,2022-01-31,5.04,0,1.08,10.57,86.6
Austria,2022-02-07,4.33,0,0.97,10.53,86.7
Austria,2022-02-14,4.35,0,1.19,10.5,86.7
Austria,2022-02-21,5.33,0,1.28,10.48,86.7
Austria,2022-02-28,4.7,0,1.13,10.47,86.5
Austria,2022-03-07,4.61,0,1.13,10.46,86.6
Austria,2022-03-14,5.19,0,1.14,10.54,87
Austria,2022-03-21,4.98,0,1.31,10.53,86.8
Austria,2022-03-28,4.43,0,1.22,10.52,86.7
Austria,2022-04-04,5.1,1,1.37,10.57,86.9
Austria,2022-04-11,5.02,1,1.32,10.69,86.5
Austria,2022-04-18,5.31,1,1.21,10.59,86.6
Austria,2022-04-25,5.34,1,1.21,10.55,86.8
Austria,2022-05-02,5.19,1,1.44,10.48,86.5
Austria,2022-05-09,5.45,1,1.32,10.58,87
Austria,2022-05-16,5.09,1,1.28,10.53,86.6
Austria,2022-05-23,4.43,1,1.21,10.61,86.8
Austria,2022-05-30,4.71,1,1.31,10.58,86.8
Austria,2022-06-06,5.17,1,1.09,10.56,87.1
Austria,2022-06-13,4.52,1,1.15,10.56,86.4
Austria,2022-06-20,4.9,1,1.25,10.53,86.8
Austria,2022-06-27,5.77,1,1.21,10.54,86.6
Austria,2022-07-04,5.37,1,1.2,10.55,86.7
Austria,2022-07-11,4.69,1,1.2,10.59,86.8
Austria,2022-07-18,5.02,1,1.41,10.57,86.8
Austria,2022-07-25,5.24,1,1.21,10.51,86.7
Austria,2022-08-01,4.93,1,1.43,10.46,86.8
Austria,2022-08-08,5.05,1,1.36,10.59,87.2
Austria,2022-08-15,5.17,1,1.36,10.61,86.4
Austria,2022-08-22,4.36,1,1.21,10.59,86.3
Austria,2022-08-29,4.68,1,1.06,10.56,86.7
Austria,2022-09-05,4.38,1,1.43,10.57,87
Austria,2022-09-12,4.91,1,1.29,10.57,86.6
Austria,2022-09-19,4.76,1,1.4,10.54,86.5
Austria,2022-09-26,4.36,1,1.31,10.59,86.8
Austria,2022-10-03,4.25,1,1.33,10.43,86.8
Austria,2022-10-10,4.46,1,1.22,10.57,87.1
Austria,2022-10-17,4.46,1,1.17,10.63,86.5
Austria,2022-10-24,4.5,1,1.23,10.54,86.8
Austria,2022-10-31,4.66,1,1.33,10.57,86.9
Austria,2022-11-07,5.03,1,1.2,10.51,86.4
Austria,2022-11-14,4.62,1,1.21,10.56,87.1
Austria,2022-11-21,5.19,1,1.2,10.53,86.5
Austria,2022-11-28,4.95,1,1.4,10.64,86.9
Austria,2022-12-05,4.86,1,1.35,10.54,86.8
Austria,2022-12-12,5.04,1,1.26,10.59,87
Austria,2022-12-19,4.67,1,1.16,10.58,86.7
Austria,2022-12-26,4.82,1,1.2,10.45,86.7
Austria,2023-01-02,4.99,1,1.27,10.58,87.1
Austria,2023-01-09,5.05,1,1.28,10.65,86.8
Austria,2023-01-16,4.92,1,1.15,10.59,86.9
Austria,2023-01-23,5.29,1,1.14,10.57,86.8
Austria,2023-01-30,5.51,1,1.16,10.57,86.9
Austria,2023-02-06,4.89,1,1.24,10.57,86.8
Austria,2023-02-13,5.12,1,1.19,10.56,86.6
Austria,2023-02-20,5.49,1,1.03,10.57,86.5
Austria,2023-02-27,5.2,1,1.32,10.65,86.9
Austria,2023-03-06,5.42,1,1.26,10.52,86.7
Austria,2023-03-13,5.49,1,1.48,10.56,86.8
Austria,2023-03-20,5.69,1,1.16,10.57,86.7
Austria,2023-03-27,5.02,1,1.28,10.53,86.5
Austria,2023-04-03,5.09,1,1.32,10.49,86.9
Austria,2023-04-10,5.32,1,1.32,10.55,86.5
Austria,2023-04-17,5.05,1,1.37,10.55,86.7
Austria,2023-04-24,5.07,1,1.09,10.61,86.7
Austria,2023-05-01,5.55,1,1.26,10.52,86.6
Austria,2023-05-08,5.04,1,1.19,10.55,87.1
Austria,2023-05-15,5.51,1,1.29,10.55,86.9
Austria,2023-05-22,5.58,1,1.24,10.59,86.8
Austria,2023-05-29,5.13,1,1.3,10.53,86.7
Austria,2023-06-05,5.67,1,1.13,10.54,86.9
Austria,2023-06-12,4.68,1,1.4,10.61,86.7
Austria,2023-06-19,4.66,1,1.35,10.48,87
Austria,2023-06-26,4.54,1,1.28,10.57,87
Austria,2023-07-03,5.16,1,1.17,10.55,87
Austria,2023-07-10,4.75,1,1.36,10.59,86.7
Austria,2023-07-17,4.89,1,1.07,10.45,86.8
Austria,2023-07-24,4.72,1,1.31,10.6,86.7
Austria,2023-07-31,4.55,1,1.21,10.59,86.3
Austria,2023-08-07,5.17,1,1.2,10.58,86.7
Austria,2023-08-14,4.73,1,1.36,10.6,87
Austria,2023-08-21,4,1,1.17,10.55,86.8
Austria,2023-08-28,4.99,1,1.27,10.53,86.8
Austria,2023-09-04,4.93,1,1.15,10.57,86.7
Austria,2023-09-11,4.77,1,1.23,10.6,86.7
Austria,2023-09-18,5.03,1,1.16,10.58,86.7
Austria,2023-09-25,4.75,1,1.32,10.56,86.9
Austria,2023-10-02,5.35,1,1.29,10.52,86.7
Austria,2023-10-09,4.43,1,1.36,10.59,87
Austria,2023-10-16,4.93,1,1.26,10.6,86.7
Austria,2023-10-23,4.62,1,1.38,10.54,86.7
Austria,2023-10-30,4.49,1,1.26,10.55,86.8
Austria,2023-11-06,4.83,1,1.06,10.53,86.8
Austria,2023-11-13,4.44,1,1.12,10.6,87
Austria,2023-11-20,4.81,1,1.23,10.57,86.6
Austria,2023-11-27,4.46,1,1.33,10.54,86.9
Austria,2023-12-04,4.93,1,1.41,10.6,86.7
Austria,2023-12-11,5.06,1,1.32,10.57,87
Austria,2023-12-18,5.19,1,1.32,10.66,86.9
Austria,2023-12-25,4.64,1,1.4,10.59,86.6
France,2021-01-04,4.35,0,1.16,9.93,90.3
France,2021-01-11,4.27,0,1.13,9.87,90.3
France,2021-01-18,4.24,0,0.9,9.84,90.5
France,2021-01-25,4.67,0,1.15,9.89,90.3
France,2021-02-01,4.14,0,1.09,9.88,90.5
France,2021-02-08,4.27,0,1.08,9.77,90.7
France,2021-02-15,4.53,0,1.13,9.98,90.4
France,2021-02-22,4.18,0,1.12,9.92,90.3
France,2021-03-01,4.48,0,1.18,9.85,90.2
France,2021-03-08,4.49,0,1.18,9.89,90.3
France,2021-03-15,4.11,0,1.02,9.91,90.3
France,2021-03-22,4.26,0,1.09,9.96,90.4
France,2021-03-29,4.53,0,0.98,9.87,90.3
France,2021-04-05,5.07,0,1.14,9.87,90.6
France,2021-04-12,4.69,0,1.27,9.82,90.3
France,2021-04-19,4.68,0,1.18,9.84,90.9
France,2021-04-26,4.36,0,1.16,9.8,90
France,2021-05-03,4.82,0,1.08,9.84,90.7
France,2021-05-10,4.66,0,1.26,9.86,90.2
France,2021-05-17,4.88,0,1.14,9.9,90.8
France,2021-05-24,4.8,0,1.19,9.82,90.4
France,2021-05-31,4.72,0,1.14,9.88,90.3
France,2021-06-07,4.18,0,1.29,9.85,90.4
France,2021-06-14,4.44,0,0.97,9.88,90.6
France,2021-06-21,4.49,0,1.09,9.78,90.5
France,2021-06-28,4.43,0,1.17,9.9,90.3
France,2021-07-05,3.87,0,1.11,9.84,90.6
France,2021-07-12,4.14,0,1.07,9.85,90.4
France,2021-07-19,4.59,0,1.02,9.84,90.4
France,2021-07-26,4.11,0,1.05,9.91,90.5
France,2021-08-02,4.36,0,1.17,9.87,90.7
France,2021-08-09,4.11,0,1.26,9.77,90.7
France,2021-08-16,3.79,0,1.16,9.96,90.4
France,2021-08-23,4.35,0,1.26,9.92,90.4
France,2021-08-30,4.26,0,1.03,9.87,90.6
France,2021-09-06,4.06,0,1.12,9.91,90.3
France,2021-09-13,4.08,0,1.28,9.93,90.6
France,2021-09-20,4.43,0,1.05,9.8,90.3
France,2021-09-27,4.03,0,1.24,9.88,90.5
France,2021-10-04,4.16,0,1.13,9.79,90.7
France,2021-10-11,4.47,0,1.15,9.88,90.4
France,2021-10-18,4.09,0,1.23,9.86,90.5
France,2021-10-25,4.38,0,1.03,9.89,90.5
France,2021-11-01,3.91,0,1.36,9.81,90.4
France,2021-11-08,3.9,0,0.99,9.78,90.8
France,2021-11-15,4.49,0,1.18,9.96,90.4
France,2021-11-22,3.45,0,1.25,9.94,90.8
France,2021-11-29,4.26,0,1.07,9.82,90.4
France,2021-12-06,4.56,0,1.12,9.86,90.6
France,2021-12-13,4.21,0,1.2,9.88,90.3
France,2021-12-20,4.13,0,1.15,9.87,90.9
France,2021-12-27,4.3,0,1.05,9.92,90.5
France,2022-01-03,4.31,0,1.23,9.9,90.1
France,2022-01-10,4.22,0,1.29,9.81,90.9
France,2022-01-17,5.24,0,1.07,9.85,90.9
France,2022-01-24,4.79,0,1.14,9.84,90.7
France,2022-01-31,4.45,0,1.23,9.99,90.6
France,2022-02-07,5.11,0,1.2,9.88,90.4
France,2022-02-14,4.87,0,1.07,9.9,90.6
France,2022-02-21,4.29,0,1.1,9.9,90.6
France,2022-02-28,4.18,0,1,9.82,90.8
France,2022-03-07,4.51,0,1.31,9.86,90.7
France,2022-03-14,4.06,0,1.21,9.89,90.4
France,2022-03-21,5.26,0,1.01,9.84,90.7
France,2022-03-28,4.6,0,1.14,9.97,90.6
France,2022-04-04,4.77,0,1.25,9.9,90.4
France,2022-04-11,4.23,0,1.09,9.93,90.4
France,2022-04-18,4.7,0,1.08,9.83,90.4
France,2022-04-25,4.96,0,1.02,9.89,90.6
France,2022-05-02,4.19,0,1.02,9.88,90.7
France,2022-05-09,4.21,0,1.08,9.92,90.5
France,2022-05-16,4.58,0,1.24,9.9,90.7
France,2022-05-23,4.73,0,1.05,9.93,90.5
France,2022-05-30,4.33,0,1.29,9.88,90.6
France,2022-06-06,4.24,0,1.19,9.87,90.6
France,2022-06-13,4.81,0,1.09,9.97,90.6
France,2022-06-20,4.2,0,1.04,9.93,91
France,2022-06-27,3.78,0,1.04,10.01,90.4
France,2022-07-04,4.9,1,1.15,9.85,90.6
France,2022-07-11,5.17,1,1.32,9.88,90.6
France,2022-07-18,4.84,1,1.3,9.86,90.9
France,2022-07-25,4.81,1,1.29,9.86,90.6
France,2022-08-01,5.04,1,1.22,9.82,90.9
France,2022-08-08,4.74,1,1.14,9.88,90.6
France,2022-08-15,4.78,1,1.08,9.86,90.6
France,2022-08-22,5.19,1,1.23,9.88,90.6
France,2022-08-29,4.66,1,1.41,9.95,90.4
France,2022-09-05,4.26,1,1.27,9.79,90.3
France,2022-09-12,4.62,1,1.32,9.81,90.7
France,2022-09-19,4.16,1,1.25,9.96,90.3
France,2022-09-26,4.33,1,1.28,9.84,90.6
France,2022-10-03,4.72,1,1.15,9.83,90.6
France,2022-10-10,4.52,1,1.38,9.89,90.8
France,2022-10-17,4.9,1,1.24,9.93,90.4
France,2022-10-24,4.76,1,1.15,9.87,90.4
France,2022-10-31,4.56,1,1.27,9.92,90.5
France,2022-11-07,4.54,1,1.24,9.84,90.6
France,2022-11-14,4.59,1,1.17,9.96,90.7
France,2022-11-21,4.53,1,1.17,9.85,90.5
France,2022-11-28,4.66,1,1.21,9.9,90.5
France,2022-12-05,5.08,1,1.05,9.81,90.7
France,2022-12-12,4.67,1,1.29,9.82,90.7
France,2022-12-19,5.29,1,1.25,9.87,90.6
France,2022-12-26,4.7,1,1.42,9.94,90.4
France,2023-01-02,4.73,1,1.13,9.87,90.4
France,2023-01-09,5.31,1,1.25,9.94,90.4
France,2023-01-16,4.48,1,1.41,9.77,90.7
France,2023-01-23,4.45,1,1.09,9.91,90.9
France,2023-01-30,5.29,1,1.21,9.87,90.9
France,2023-02-06,4.72,1,1.24,9.88,90.7
France,2023-02-13,4.89,1,1.27,9.91,90.2
France,2023-02-20,5.11,1,1.3,9.81,90.8
France,2023-02-27,4.55,1,1.32,9.9,90.7
France,2023-03-06,5.06,1,1.31,9.76,90.4
France,2023-03-13,4.84,1,1.08,9.82,90.6
France,2023-03-20,5.57,1,1.34,9.82,90.7
France,2023-03-27,5.32,1,1.38,9.88,90.8
France,2023-04-03,4.78,1,1.3,9.93,90.8
France,2023-04-10,5.19,1,1.22,9.82,90.6
France,2023-04-17,5.27,1,1.32,9.83,90.8
France,2023-04-24,4.73,1,1.2,9.9,90.6
France,2023-05-01,5.31,1,1.23,9.84,90.6
France,2023-05-08,4.55,1,1.3,9.86,90.8
France,2023-05-15,4.79,1,1.18,9.93,90.4
France,2023-05-22,5.44,1,1.28,9.95,91
France,2023-05-29,4.93,1,1.29,9.92,90.9
France,2023-06-05,5.08,1,1.13,9.88,90.6
France,2023-06-12,5.28,1,1.39,9.78,90.4
France,2023-06-19,4.64,1,1.2,9.86,90.8
France,2023-06-26,4.98,1,1.2,9.96,90.9
France,2023-07-03,4.49,1,1.27,9.88,90.7
France,2023-07-10,4.63,1,1.25,9.9,91.2
France,2023-07-17,4.23,1,1.28,9.87,91
France,2023-07-24,4.69,1,1.29,9.91,91
France,2023-07-31,4.52,1,1.35,9.94,90.3
France,2023-08-07,4.49,1,1.2,9.83,90.7
France,2023-08-14,4.41,1,1.41,9.86,90.8
France,2023-08-21,4.33,1,1.09,9.85,90.7
France,2023-08-28,4.22,1,1.34,9.82,90.6
France,2023-09-04,4.48,1,1.34,9.82,90.6
France,2023-09-11,4.81,1,1.24,9.83,90.7
France,2023-09-18,4.14,1,1.36,9.88,90.6
France,2023-09-25,4.65,1,1.2,9.88,90.8
France,2023-10-02,4.27,1,1.15,9.99,90.9
France,2023-10-09,4.38,1,1.38,9.81,90.4
France,2023-10-16,4.81,1,1.24,9.9,90.9
France,2023-10-23,4.73,1,1.25,9.87,90.7
France,2023-10-30,4.46,1,1.42,9.84,90.7
France,2023-11-06,4.28,1,1.17,9.83,90.9
France,2023-11-13,4.32,1,1.28,9.87,90.8
France,2023-11-20,5.11,1,1.18,9.85,90.4
France,2023-11-27,4.45,1,1.3,9.9,90.5
France,2023-12-04,4.87,1,1.16,9.88,90.9
France,2023-12-11,5.23,1,1.22,9.87,91.1
France,2023-12-18,4.35,1,1.34,9.9,90.8
France,2023-12-25,5.27,1,1.27,9.91,90.6
Belgium,2021-01-04,5.26,0,1.31,10.94,86.4
Belgium,2021-01-11,4.67,0,1.11,10.95,86.5
Belgium,2021-01-18,4.92,0,1.14,10.94,86.7
Belgium,2021-01-25,5.15,0,1.31,10.98,86.8
Belgium,2021-02-01,5.67,0,1.31,10.99,86.7
Belgium,2021-02-08,5.16,0,1.19,10.97,86.6
Belgium,2021-02-15,5.92,0,1.39,10.98,86.6
Belgium,2021-02-22,5.15,0,1.5,10.93,86.5
Belgium,2021-03-01,5.53,0,1.17,10.97,87
Belgium,2021-03-08,4.86,0,1.28,11.01,86.6
Belgium,2021-03-15,5.84,0,1.13,10.92,86.3
Belgium,2021-03-22,5.87,0,1.15,10.95,86.4
Belgium,2021-03-29,5.48,0,1.24,10.9,86.9
Belgium,2021-04-05,5.52,0,1.33,10.97,86.1
Belgium,2021-04-12,5.47,0,1.34,10.97,86.6
Belgium,2021-04-19,4.8,0,1.28,10.87,86.3
Belgium,2021-04-26,5.32,0,1.24,10.93,86.9
Belgium,2021-05-03,5.23,0,1.19,10.96,86.4
Belgium,2021-05-10,5.7,0,1.28,10.98,86.4
Belgium,2021-05-17,5.33,0,1.32,11.02,86.9
Belgium,2021-05-24,5.12,0,1.34,10.93,86.4
Belgium,2021-05-31,5.55,0,1.32,11.01,86.4
Belgium,2021-06-07,4.99,0,1.42,10.92,86.6
Belgium,2021-06-14,4.98,0,1.17,10.95,86.7
Belgium,2021-06-21,5.6,0,1.29,10.93,86.6
Belgium,2021-06-28,5.88,0,1.21,10.95,86.7
Belgium,2021-07-05,4.89,0,1.36,10.91,86.4
Belgium,2021-07-12,5.46,0,1.19,10.92,86.9
Belgium,2021-07-19,5.04,0,1.3,11.05,86.2
Belgium,2021-07-26,4.99,0,1.22,10.94,86.4
Belgium,2021-08-02,5.61,0,1.2,10.94,86.7
Belgium,2021-08-09,4.91,0,1.35,10.84,86.6
Belgium,2021-08-16,5.18,0,1.27,10.89,87
Belgium,2021-08-23,4.61,0,1.17,10.85,87
Belgium,2021-08-30,5,0,1.25,11.03,87.1
Belgium,2021-09-06,4.64,0,1.27,11,86.6
Belgium,2021-09-13,5.34,0,1.24,10.93,86.4
Belgium,2021-09-20,4.36,0,1.22,10.95,86.9
Belgium,2021-09-27,4.29,0,1.21,11.04,86.7
Belgium,2021-10-04,4.98,0,1.3,10.96,86.6
Belgium,2021-10-11,4.75,0,1.3,10.96,86.5
Belgium,2021-10-18,4.94,0,1.37,10.95,86.6
Belgium,2021-10-25,4.93,0,1.09,11,86.3
Belgium,2021-11-01,5.42,0,1.29,11,86.6
Belgium,2021-11-08,5.06,0,1.2,10.95,86.6
Belgium,2021-11-15,4.9,0,1.16,10.93,87
Belgium,2021-11-22,4.82,0,1.39,10.96,86.5
Belgium,2021-11-29,4.41,0,1.33,10.98,86.4
Belgium,2021-12-06,5.55,0,1.25,11.06,86.6
Belgium,2021-12-13,5.05,0,1.27,10.96,86.5
Belgium,2021-12-20,5.29,0,1.19,10.86,86.6
Belgium,2021-12-27,5.14,0,1.28,10.97,86.2
Belgium,2022-01-03,5.17,0,1.36,10.92,86.6
Belgium,2022-01-10,5.41,0,1.23,10.91,86.6
Belgium,2022-01-17,5.59,0,1.37,10.97,86.8
Belgium,2022-01-24,5.04,0,1.18,10.91,86.7
Belgium,2022-01-31,5.92,0,1.3,10.94,87.1
Belgium,2022-02-07,5.48,0,1.11,10.93,86.8
Belgium,2022-02-14,5.06,0,1.34,10.92,86.9
Belgium,2022-02-21,5.81,0,1.32,11.04,86.7
Belgium,2022-02-28,5.33,0,1.1,11.02,86.3
Belgium,2022-03-07,5.53,0,1.32,10.96,86.8
Belgium,2022-03-14,5.78,0,1.31,10.85,86.6
Belgium,2022-03-21,5.08,0,1.22,10.96,86.9
Belgium,2022-03-28,5.91,0,1.29,10.98,86.7
Belgium,2022-04-04,5.37,0,1.4,10.93,86.6
Belgium,2022-04-11,5.55,0,1.22,10.96,86.6
Belgium,2022-04-18,5.99,0,1.25,10.91,86.6
Belgium,2022-04-25,5.48,0,1.23,10.9,86.5
Belgium,2022-05-02,5.56,0,1.25,10.96,86
Belgium,2022-05-09,5.27,0,1.27,11.02,86.5
Belgium,2022-05-16,5.77,0,1.28,10.94,86.5
Belgium,2022-05-23,5.71,0,1.19,10.96,86.7
Belgium,2022-05-30,5.62,0,1.19,10.9,86.8
Belgium,2022-06-06,5.22,0,1.18,11.03,86.9
Belgium,2022-06-13,5.55,0,1.2,10.93,86.6
Belgium,2022-06-20,5.65,0,1.37,11.02,86.9
Belgium,2022-06-27,5.39,0,1.31,10.97,86.8
Belgium,2022-07-04,5.48,1,1.35,10.92,86.8
Belgium,2022-07-11,6.33,1,1.37,10.95,86.9
Belgium,2022-07-18,5.49,1,1.27,11.04,86.6
Belgium,2022-07-25,5.59,1,1.36,11,86.8
Belgium,2022-08-01,5.98,1,1.35,10.94,86.5
Belgium,2022-08-08,5.65,1,1.42,10.96,86.4
Belgium,2022-08-15,5.74,1,1.39,10.92,86.6
Belgium,2022-08-22,5.32,1,1.37,10.89,86.5
Belgium,2022-08-29,5.81,1,1.63,10.92,86.5
Belgium,2022-09-05,5.33,1,1.27,11.02,86.6
Belgium,2022-09-12,5.41,1,1.34,10.97,86.9
Belgium,2022-09-19,5.64,1,1.46,10.99,86.8
Belgium,2022-09-26,4.81,1,1.28,10.94,86.8
Belgium,2022-10-03,5.32,1,1.46,10.92,86.6
Belgium,2022-10-10,5.21,1,1.51,10.91,86.7
Belgium,2022-10-17,5.1,1,1.42,10.92,86.5
Belgium,2022-10-24,5.47,1,1.4,10.98,86.6
Belgium,2022-10-31,5.49,1,1.37,10.93,86.8
Belgium,2022-11-07,5.57,1,1.34,10.9,86.9
Belgium,2022-11-14,5.13,1,1.43,10.92,86.9
Belgium,2022-11-21,5.66,1,1.46,10.97,86.7
Belgium,2022-11-28,5.63,1,1.37,11.07,86.6
Belgium,2022-12-05,5.1,1,1.47,10.93,86.4
Belgium,2022-12-12,4.72,1,1.43,10.93,86.5
Belgium,2022-12-19,5.77,1,1.4,10.94,86.6
Belgium,2022-12-26,5.75,1,1.33,10.97,86.7
Belgium,2023-01-02,5.71,1,1.56,10.97,86.7
Belgium,2023-01-09,5.97,1,1.2,10.89,87.1
Belgium,2023-01-16,5.97,1,1.29,11.08,86.6
Belgium,2023-01-23,5.86,1,1.33,11,87
Belgium,2023-01-30,5.46,1,1.37,10.97,86.4
Belgium,2023-02-06,6.09,1,1.49,11,87.2
Belgium,2023-02-13,6.37,1,1.35,10.91,86.8
Belgium,2023-02-20,6.07,1,1.3,11,87.1
Belgium,2023-02-27,5.86,1,1.33,10.9,86.9
Belgium,2023-03-06,5.67,1,1.55,10.95,86.9
Belgium,2023-03-13,5.8,1,1.39,10.94,86.9
Belgium,2023-03-20,5.76,1,1.36,11.01,86.7
Belgium,2023-03-27,6.4,1,1.41,10.95,86.8
Belgium,2023-04-03,5.92,1,1.42,10.95,87
Belgium,2023-04-10,6.43,1,1.45,11,86.8
Belgium,2023-04-17,5.84,1,1.4,10.89,86.5
Belgium,2023-04-24,5.73,1,1.54,10.99,86.8
Belgium,2023-05-01,5.92,1,1.46,10.96,86.6
Belgium,2023-05-08,5.94,1,1.61,11.04,86.8
Belgium,2023-05-15,5.95,1,1.36,11.03,86.8
Belgium,2023-05-22,5.74,1,1.55,10.95,86.8
Belgium,2023-05-29,5.73,1,1.21,10.92,86.7
Belgium,2023-06-05,6.09,1,1.28,10.95,86.9
Belgium,2023-06-12,5.98,1,1.47,10.96,86.8
Belgium,2023-06-19,5.6,1,1.27,10.88,86.4
Belgium,2023-06-26,5.41,1,1.4,11,86.4
Belgium,2023-07-03,6.4,1,1.35,10.91,86.9
Belgium,2023-07-10,5.49,1,1.38,10.95,86.7
Belgium,2023-07-17,5.86,1,1.37,10.92,86.7
Belgium,2023-07-24,6.09,1,1.32,10.96,86.9
Belgium,2023-07-31,5.6,1,1.33,10.93,87.1
Belgium,2023-08-07,5.34,1,1.34,10.92,86.9
Belgium,2023-08-14,5.74,1,1.24,10.87,86.7
Belgium,2023-08-21,5.09,1,1.43,10.97,86.7
Belgium,2023-08-28,5.39,1,1.38,10.88,86.7
Belgium,2023-09-04,5.41,1,1.33,11.01,86.8
Belgium,2023-09-11,6.01,1,1.37,10.94,87
Belgium,2023-09-18,5.67,1,1.24,10.92,86.7
Belgium,2023-09-25,5.28,1,1.49,10.92,87
Belgium,2023-10-02,5.47,1,1.44,10.98,86.8
Belgium,2023-10-09,5.79,1,1.35,10.99,87.1
Belgium,2023-10-16,5.33,1,1.26,10.98,86.8
Belgium,2023-10-23,5.6,1,1.37,10.9,86.5
Belgium,2023-10-30,5.22,1,1.5,10.93,86.9
Belgium,2023-11-06,5.73,1,1.35,10.89,86.5
Belgium,2023-11-13,5.07,1,1.37,10.97,86.8
Belgium,2023-11-20,6.24,1,1.38,10.89,86.5
Belgium,2023-11-27,5.85,1,1.45,10.99,86.5
Belgium,2023-12-04,5.62,1,1.25,10.97,87.3
Belgium,2023-12-11,5.76,1,1.42,10.93,86.8
Belgium,2023-12-18,5.3,1,1.51,10.96,87
Belgium,2023-12-25,5.52,1,1.24,10.93,86.8
Spain,2021-01-04,4.59,0,1.2,9.78,88.3
Spain,2021-01-11,3.91,0,1.15,9.86,88.1
Spain,2021-01-18,4.29,0,1.08,9.85,88
