age,gender,region,sessions_per_day,past_engagement,device_type,app_version,notification_sent,pop_up_rem,notification_opened,engagement
40,Female,EU,4,15.148713761923855,Android,2,0,1,1,13.716575515482456
54,Female,US,6,66.9180063046847,Android,2,0,0,0,13.59143175292875
30,Male,EU,3,30.515901479222546,Android,1,1,1,1,20.539610823558082
45,Female,EU,0,59.87374466367383,iOS,2,1,1,0,8.79977867061324
37,Female,US,6,151.81829735065176,Android,1,1,0,1,32.07258238354173
31,Male,EU,4,100.36455342832896,iOS,2,0,1,1,25.02165508043841
48,Male,US,5,189.877279987511,Android,3,0,0,0,13.377526061973473
40,Female,EU,2,55.72369510183216,iOS,1,0,1,0,13.867749899415035
23,Female,EU,4,87.42440023168196,Android,3,1,0,1,24.59232412593969
51,Female,EU,2,92.03952174700495,Android,3,1,1,0,11.073371469909564
47,Female,US,4,13.32790175649609,Android,2,0,1,0,7.348839454083871
47,Female,US,2,48.202443771864424,Android,1,0,1,0,16.65179552912038
24,Female,EU,3,20.816692147314196,iOS,2,0,0,0,17.68725356666133
31,Male,EU,1,86.79049218839846,iOS,1,0,0,0,10.109043187622138
54,Female,EU,3,63.65860353214666,Android,2,1,1,1,29.04439742745617
25,Male,US,2,54.128845930452805,Android,2,0,1,1,12.969053962535309
48,Male,US,4,4.941500855830542,Android,1,0,1,1,18.01415312119732
20,Male,EU,2,73.59906525954996,iOS,1,0,1,0,9.443059823010087
42,Female,US,3,103.1025044446147,iOS,2,1,1,0,20.761608646153686
49,Female,US,4,34.83695652629671,Android,2,1,1,1,22.06676274289813
29,Female,US,3,53.34321438329495,iOS,2,1,0,1,35.30548421097951
36,Male,EU,2,89.62455739891152,Android,2,0,1,0,22.32402576516201
42,Female,Asia,3,62.88515994173088,Android,3,1,0,0,16.703321059354302
30,Male,EU,2,104.50538422824232,Android,1,1,0,0,8.415191066398437
33,Male,EU,1,89.37509281208808,Android,3,0,1,1,14.161988172847462
22,Male,US,3,86.87012683698416,iOS,1,1,1,1,30.987232647632112
54,Female,US,3,94.76321428850865,Android,2,1,0,0,14.650628597285975
25,Male,US,4,12.743281243112584,Android,2,1,0,1,23.808958096044062
29,Male,US,2,136.9491669711281,Android,3,1,1,1,20.951479623533054
19,Male,Asia,2,53.601877990935044,iOS,2,1,0,1,19.427686863553024
50,Female,Asia,5,15.523030966972735,iOS,2,0,1,0,15.683617799480299
36,Male,EU,1,61.42489365479281,Android,1,1,0,0,18.77620421546363
29,Male,Asia,3,36.57053893179252,iOS,1,0,1,1,20.03062206618825
32,Female,EU,4,26.586130154109632,Android,1,1,1,1,21.794437399309203
40,Female,Asia,4,261.4510616193021,iOS,3,1,0,0,23.44995537760987
18,Male,EU,5,33.561038525534556,Android,1,0,0,0,15.008874819498686
30,Female,EU,4,70.2909979318528,Android,2,1,0,0,18.543110256117895
47,Male,US,1,9.562539437405176,iOS,1,0,0,0,11.491203737163035
19,Female,US,2,71.67742249809059,Android,1,1,1,1,19.440977255849994
52,Male,EU,3,103.55192283542061,Android,2,1,0,0,12.547215481457274
18,Female,EU,0,141.604264273077,Android,1,1,0,0,9.306074367934134
23,Female,EU,3,16.45510841611978,Android,2,0,1,1,13.601299034437652
58,Male,EU,0,37.99640720564087,Android,3,0,0,0,0.585192273755025
20,Male,US,1,15.179780416121277,Android,2,1,0,1,11.689326395088843
50,Female,US,6,42.379039583484335,Android,3,0,1,1,13.602565709149967
54,Male,EU,5,24.775001484019512,Android,2,0,1,1,21.680059923183627
29,Female,US,2,48.18593956164482,iOS,2,0,0,0,1.8415878210898766
23,Male,EU,1,211.560749683264,iOS,1,1,1,1,21.724758649477636
23,Male,US,2,53.03394647898569,Android,2,0,1,0,15.696645515570749
31,Male,EU,1,36.52880630621973,Android,3,0,0,0,1.3467309041112578
43,Female,EU,3,167.55924495920402,iOS,1,1,1,1,30.678867474259164
51,Female,US,5,15.15301286560985,Android,2,1,1,1,22.57866348903978
20,Female,US,1,52.05095030541294,iOS,2,1,0,1,32.3390535179995
52,Male,EU,2,23.699257184088715,Android,2,1,0,0,18.78786085379435
34,Male,EU,4,19.19832354893138,iOS,2,0,1,1,13.027336449592148
53,Male,US,4,34.415243218504706,Android,1,1,1,1,24.98905618170065
18,Male,EU,5,43.83000077997535,Android,2,0,0,1,23.390334104020802
57,Female,US,2,59.278719874658954,Android,2,1,1,1,13.979432732856925
35,Female,US,2,61.57576859798937,Android,1,1,1,1,20.869261174937677
34,Male,US,1,120.68700303460348,Android,2,0,0,0,18.0065694985716
39,Male,EU,3,19.883888220834343,iOS,3,0,0,1,11.606556784516744
19,Male,EU,2,50.0569625068541,Android,1,0,0,0,13.10060888737049
43,Male,Asia,0,70.6118336749653,Android,1,0,1,0,8.355332918108855
37,Female,EU,4,45.5347400284155,Android,3,0,0,0,13.224703652171957
24,Male,US,2,37.09940093001692,Android,2,0,0,0,9.684781756912031
55,Male,US,1,150.0585388965221,iOS,2,1,1,0,12.518199413812575
19,Female,US,3,112.21128773034401,Android,1,0,1,0,2.177091797233503
52,Male,US,8,40.80108499938053,iOS,3,0,0,0,3.8196099953224625
28,Male,EU,3,49.468907904792225,Android,2,1,0,1,28.21905599980192
23,Male,Asia,3,8.762760790775767,Android,1,0,1,0,14.874376170657415
26,Male,EU,5,123.71808088884092,Android,2,0,1,1,24.1054922601161
20,Female,US,0,27.96876810045443,iOS,3,1,1,1,24.380491711236978
40,Female,Asia,3,123.43939960052373,Android,2,1,0,0,16.773262431635025
49,Male,US,1,7.987146243517788,iOS,1,0,1,1,21.217318975307055
51,Male,EU,2,45.7602546978131,Android,2,1,0,1,22.707118151374534
27,Female,US,3,69.76164667433294,Android,2,0,1,0,9.692632426979422
46,Male,US,2,119.78164411768768,Android,1,1,0,1,16.750838936463833
59,Female,US,1,27.710223966750537,iOS,2,0,1,0,-2.3396935089382556
21,Female,US,4,42.90613663268639,iOS,3,1,1,0,11.753548305090181
29,Female,EU,4,82.21265293878777,Android,3,1,0,0,19.858201572616366
45,Female,EU,6,48.289821019243504,Android,1,1,0,1,26.68525709643839
37,Female,Asia,1,39.70624517908775,Android,2,1,1,1,19.071866449713642
40,Female,US,3,35.72314996600865,iOS,2,0,1,0,5.20746441294137
46,Male,US,1,42.42051508163496,iOS,2,0,1,1,19.609718805954763
44,Male,US,5,180.63333328358658,Android,2,1,0,1,28.879594292458943
51,Female,Asia,4,58.33105683211136,Android,3,0,0,1,18.101476098541383
38,Male,Asia,6,75.89380788732457,iOS,1,0,1,1,16.264902634742818
55,Female,US,2,56.57236976049796,iOS,1,0,1,1,30.824583812960896
20,Male,US,4,122.8983169936702,iOS,2,1,1,1,32.92715682657496
43,Female,EU,3,58.21651738314087,iOS,2,0,0,0,12.869293795730947
29,Male,US,2,34.554849517913354,Android,3,0,1,0,6.223812770171362
36,Male,US,4,101.66516407958841,Android,1,1,0,1,24.054249318560565
27,Female,EU,2,82.37101786352014,iOS,2,0,0,0,9.949904300628454
44,Female,EU,6,153.16990257006444,iOS,3,1,1,0,26.73471567489542
47,Female,EU,0,72.5984082949391,Android,2,0,1,1,20.929051701571787
57,Female,EU,6,174.38778632892956,iOS,1,1,0,0,17.35843422298072
23,Male,US,3,77.81371437574445,Android,2,1,0,0,25.584131129159427
50,Female,US,4,17.69223877099374,iOS,2,0,1,1,26.07953183555719
49,Male,EU,2,9.916272369623982,Android,1,0,1,1,16.592879368376114
56,Male,US,2,129.7040455356763,Android,3,1,1,1,35.58126853650854
47,Male,US,2,87.48649873668494,Android,2,0,0,0,9.633465356294423
22,Male,Asia,2,175.16343186594287,Android,3,1,0,1,14.862504131150736
46,Male,US,2,83.58878652646214,Android,1,0,1,0,7.272857499555982
46,Male,US,5,10.227377266662657,iOS,3,0,0,0,3.3224223702164544
23,Female,EU,3,68.39181548012388,iOS,1,0,1,0,9.52957395288048
23,Male,US,1,148.02656457034848,iOS,1,1,0,0,12.520662176511816
36,Male,EU,4,98.98000655609556,iOS,1,1,0,1,25.40044116252728
59,Female,EU,5,44.018135460888324,Android,1,1,0,0,17.97206787197903
43,Female,Asia,1,112.9677208401129,iOS,3,1,0,1,29.118402521493163
34,Female,EU,5,13.304886847506285,iOS,2,0,1,1,30.69322953348449
29,Male,US,1,123.6705182991968,iOS,2,1,1,0,24.02090164868923
19,Male,US,2,96.13874130483973,Android,2,0,0,0,7.7110123753934285
39,Female,Asia,5,25.1034316810344,Android,1,1,0,1,23.330769079152248
51,Female,US,3,42.31645532195512,Android,3,1,0,1,40.292265493097794
44,Female,EU,1,45.00618079631491,iOS,2,0,0,0,7.562262655877028
51,Female,US,2,118.31275250739176,iOS,2,0,1,0,12.135444676199935
21,Female,Asia,6,7.494844200143421,Android,1,0,1,1,8.783334977405616
57,Female,EU,3,45.73079607820455,Android,1,0,0,0,11.376666126684405
54,Male,EU,5,92.37315961260016,iOS,2,1,0,1,28.91559959861268
33,Female,US,1,70.62073120566536,Android,2,1,0,0,20.14024402232043
19,Female,US,6,55.96210422474466,Android,1,0,0,0,16.25229298164245
54,Female,Asia,5,58.970110106168185,Android,2,0,1,0,19.252765621566105
36,Female,EU,5,83.26867008279044,Android,1,0,1,1,26.703071735213708
59,Female,US,4,78.83997155485248,iOS,2,0,1,1,18.198150414565973
45,Female,EU,5,146.4196985629336,Android,2,1,0,1,23.380273598520667
22,Male,US,1,147.23036926567306,Android,2,1,1,1,25.81560604516692
30,Female,EU,5,27.781777846296777,Android,2,0,1,0,4.018639751920523
52,Female,US,5,122.34457643912108,Android,1,1,0,0,19.13402582973935
33,Female,US,2,45.96463719585821,iOS,1,0,1,1,25.684660732706213
53,Male,US,3,43.08243367878992,iOS,2,0,1,0,13.699819394263196
53,Female,US,2,64.50782646157909,iOS,3,1,0,1,36.691934518881226
53,Female,EU,1,55.46729360053276,Android,3,1,0,1,21.178433614802458
18,Female,EU,5,62.65309290912104,Android,1,1,0,1,21.995687100296855
45,Female,Asia,3,78.36736023087202,iOS,1,0,1,0,21.015349676589015
35,Female,EU,4,20.012262100510675,iOS,2,0,1,1,18.92455331839812
21,Male,US,4,15.886845832926518,iOS,2,1,0,1,21.920675323604474
57,Male,EU,5,70.01718296085143,iOS,2,1,0,1,25.525510478905
59,Female,US,7,39.49890835062454,Android,3,0,1,1,27.588101839262222
49,Male,Asia,3,43.57026424061184,Android,3,1,1,1,25.209704978654187
27,Male,EU,3,164.3863166299144,iOS,3,1,0,1,32.8472836597006
51,Male,US,6,25.61730433367146,Android,1,0,0,0,10.421119850571314
38,Female,US,3,14.768295556961261,iOS,2,0,1,0,7.850173053052436
20,Male,US,0,127.13928758258794,Android,1,1,0,1,27.101737927125086
37,Male,US,2,67.30355662915359,Android,2,1,1,0,13.398597159066975
37,Male,EU,5,88.72785661081278,Android,1,0,0,1,11.134716107946737
20,Male,EU,2,90.38277318035928,Android,2,1,0,1,17.263505344194584
31,Male,Asia,2,31.761107733551423,Android,3,1,1,1,17.24840828471849
32,Male,EU,5,129.4371210757903,Android,1,0,0,1,17.05888637007164
27,Female,EU,7,131.65228251404406,Android,1,1,0,0,18.256158600622204
22,Male,EU,3,39.500219732819524,Android,3,0,1,1,11.276040568955459
19,Female,Asia,6,39.73446508599378,Android,1,0,0,0,9.239960113329598
24,Female,US,6,45.78710327490708,Android,1,0,1,0,9.57616909289958
33,Female,Asia,0,119.63256998794381,Android,1,0,1,1,15.105811595119826
53,Female,EU,2,81.30650541533028,Android,1,0,1,0,8.467601988896318
40,Male,EU,3,68.94366562662422,iOS,2,0,0,0,14.816194719973979
58,Male,EU,2,39.83085225645652,iOS,2,0,1,1,19.64081681173937
30,Male,EU,6,69.09384508439302,iOS,2,1,1,1,19.577126475863682
50,Male,US,4,135.22320988965026,Android,2,0,1,0,8.091152466847173
35,Female,EU,2,63.117527746897736,iOS,2,0,0,0,15.217104519335695
42,Male,EU,4,96.82365005381843,iOS,2,1,1,1,29.356522441477203
29,Male,EU,2,12.975238869142578,Android,1,0,0,0,6.199777238389746
34,Male,EU,3,69.0131575926181,iOS,2,1,0,0,15.022717797330131
53,Male,US,2,245.40272915808833,iOS,2,1,0,0,23.552453075521854
29,Female,EU,3,130.0227537627141,iOS,2,1,0,1,29.6864852592441
56,Male,Asia,6,84.71585176215498,Android,3,1,0,0,18.16706604296814
19,Female,US,0,24.419493419081125,iOS,2,0,1,0,14.942913381536119
56,Female,Asia,4,8.083473619596441,Android,3,0,0,1,10.11231767550026
31,Male,Asia,4,88.4868365570247,iOS,2,0,0,0,10.878424023596146
34,Male,EU,2,33.807913194133434,Android,1,0,0,1,33.577188444203756
46,Male,US,5,96.32744319192606,iOS,1,1,1,1,30.034411774266474
57,Female,US,4,122.24332358362122,Android,2,0,1,1,21.58021875903747
51,Female,Asia,1,18.74323069622959,iOS,2,0,0,1,25.849682798550127
22,Female,US,4,75.20698998695477,iOS,2,0,0,0,16.786298197908074
21,Male,EU,2,38.12888160920668,iOS,2,1,0,1,23.0457196482452
57,Male,EU,2,33.7404769198604,Android,3,0,0,0,16.815551226144443
24,Male,US,6,107.43970642257038,iOS,2,1,1,1,26.140395659989007
48,Female,Asia,2,61.9375446638605,Android,1,0,0,1,16.05776548996858
25,Female,Asia,4,27.701985953496948,Android,2,0,1,0,10.132235390230017
32,Male,US,2,5.108150568870873,Android,1,0,1,0,1.9217628237901145
60,Male,US,5,151.8405368703659,Android,1,1,0,0,21.5212241271076
39,Female,US,6,90.2475473672045,Android,1,1,1,0,20.533850197226876
28,Female,EU,3,74.72211881080459,iOS,2,1,1,0,18.843926153030967
35,Female,EU,2,28.96151406763379,Android,2,0,1,0,3.3360250281538564
41,Male,US,4,71.48644850112294,Android,2,1,1,0,27.765799864312648
36,Male,Asia,2,177.3434867568574,Android,2,1,1,1,11.136699877949347
20,Male,Asia,5,150.13173546298444,Android,1,1,1,0,15.72664097272376
58,Male,Asia,3,175.65617172383762,iOS,1,1,0,0,16.021466067226953
56,Male,EU,5,5.148243615740045,Android,2,1,1,0,10.687061441938601
45,Female,Asia,1,132.11970118134914,Android,2,1,0,1,28.96508047551104
44,Male,EU,2,39.67670094555013,iOS,2,0,0,0,1.283595512127401
44,Female,EU,6,36.84633329460656,iOS,2,0,0,0,9.724061512668428
19,Male,US,3,63.227295248011814,Android,1,0,0,0,6.79097803197255
27,Male,US,2,76.10700754420766,iOS,3,1,1,1,31.31115405131542
44,Male,Asia,3,57.37339655996726,Android,1,1,0,1,11.468413074849318
23,Female,EU,0,6.505261762966225,iOS,1,0,1,0,12.925518107013028
44,Male,EU,3,82.08759761833801,iOS,1,1,0,0,13.765462753307462
47,Male,EU,6,37.599670514837186,iOS,2,1,1,1,30.803968937427484
22,Female,US,4,49.72488594979913,iOS,3,0,1,0,12.838071985395864
48,Female,Asia,2,56.80762937748066,Android,2,1,1,1,17.159263912363713
37,Female,US,2,53.81173783607254,Android,2,0,1,1,21.79794873516484
37,Male,EU,3,5.994090757644278,iOS,2,0,1,0,-2.711189540973079
23,Male,EU,5,74.73344832731428,Android,2,1,1,1,26.132525589310017
19,Male,US,3,20.77067668747321,Android,2,1,1,1,21.134240885802782
43,Male,Asia,2,62.105149208191854,Android,2,0,1,0,13.488231497129073
20,Male,Asia,5,35.784310690739254,Android,2,0,1,0,12.213052922364199
33,Female,US,6,58.63692551575488,Android,3,1,0,0,5.6633036916644794
60,Male,EU,3,14.350310749293799,Android,2,0,0,1,18.55103035147851
37,Male,EU,1,45.40504399712288,iOS,2,1,0,0,11.06293959341922
26,Male,US,4,156.3591179572844,Android,1,1,0,1,28.04616764644995
42,Male,US,3,59.262180800259635,Android,1,0,1,1,9.777423927370037
49,Male,Asia,6,55.65009461296188,iOS,1,0,1,1,10.70536715985261
24,Female,Asia,4,39.30936539812681,Android,2,1,0,1,20.67091160387089
30,Male,US,1,9.547012134421701,Android,3,0,1,1,15.617654502706564
43,Male,Asia,2,132.3219005077329,iOS,2,0,0,0,12.737360324110806
42,Female,EU,2,38.62548830940634,iOS,1,0,1,0,10.626009892829613
59,Male,EU,1,26.461987998931168,Android,2,0,1,1,15.475820244368942
29,Male,EU,4,119.44758255951207,iOS,1,0,0,1,11.228647221717772
44,Female,EU,1,88.24537269332757,iOS,2,1,0,1,28.574391440192862
46,Male,Asia,1,112.13352558276296,iOS,3,1,1,1,18.771728732703075
58,Male,US,4,60.207502744709004,iOS,1,0,1,1,15.088518188837371
41,Female,EU,4,38.69928392251368,Android,3,1,1,0,11.001338899457568
19,Male,US,3,54.71529041746851,Android,2,1,0,0,12.14578241436405
50,Male,EU,3,83.2744559574191,Android,3,0,1,0,7.520861118923503
31,Female,EU,3,66.7199737584354,Android,3,0,1,0,20.04914159414035
39,Female,Asia,3,54.393127356691224,Android,2,0,1,1,21.08005853381659
32,Male,EU,3,16.468343271102125,Android,1,0,0,1,8.063034027003441
52,Female,Asia,7,95.15914691317137,iOS,2,1,0,1,31.111393944683442
36,Male,EU,4,171.9281367751156,iOS,1,0,1,1,18.31472192770726
46,Male,US,3,4.255032461250477,iOS,2,0,1,1,22.93038334240365
34,Male,EU,4,79.53138182715645,Android,1,0,1,0,6.959998727147701
42,Female,US,3,14.348887954549706,Android,2,1,0,0,17.84276402248777
55,Male,EU,2,30.90500223526345,iOS,2,1,1,1,25.61692506068792
55,Female,US,3,29.34489375741845,iOS,2,0,0,0,11.912061285957938
57,Male,Asia,5,97.5635497826547,Android,2,0,0,0,25.797996818538365
45,Male,EU,2,28.75992025238504,iOS,2,0,1,1,19.29843654534372
36,Male,EU,4,40.25442967927063,iOS,2,0,1,0,11.275173989024621
29,Female,US,2,58.2642550481647,iOS,3,1,1,1,35.47491756412767
26,Female,Asia,1,54.1251009507231,iOS,2,0,0,1,15.37329759800658
44,Male,US,2,105.85753188413833,Android,3,1,0,0,13.83985664673255
23,Female,US,2,73.97027540576174,iOS,1,1,1,1,36.433028483083746
19,Female,Asia,5,111.8653716436605,Android,3,1,0,1,25.62844077693538
40,Male,EU,1,26.701980330281398,Android,2,1,0,1,18.336927611525226
49,Female,US,1,14.060526722067866,iOS,1,1,0,0,22.15419945619686
58,Female,US,1,93.03760786129153,Android,2,0,1,0,8.664919793812123
57,Female,EU,3,12.663470003390492,Android,2,1,1,1,24.357595838863702
30,Male,Asia,4,51.46331205351102,Android,2,1,0,1,13.538590739124789
28,Female,US,4,70.93137680635877,iOS,2,0,1,0,6.476290829958889
23,Female,Asia,5,13.165567739581409,Android,2,0,1,0,15.732430408589607
18,Female,EU,1,17.879134696088713,iOS,2,0,0,0,0.4405688205116025
36,Female,US,7,69.86140467607511,iOS,1,1,0,0,22.749952209963585
38,Female,EU,2,10.954568421659099,iOS,2,1,1,0,17.380498553941198
25,Female,EU,3,39.0625147391794,Android,2,0,1,0,18.628648922477925
60,Male,EU,4,65.40207694619038,Android,3,0,1,0,11.508137247568495
48,Male,US,2,65.34261873302584,iOS,1,1,1,1,33.90003378010601
24,Male,Asia,2,16.938547259376776,Android,3,0,1,1,9.600638360583869
29,Male,EU,3,66.8284453036816,Android,1,0,1,0,22.526315302056133
58,Male,EU,0,52.18005247593704,Android,1,1,0,1,15.639016073388138
32,Female,EU,0,51.30216720849611,Android,2,1,0,0,6.643262269283517
26,Male,EU,1,65.47104715791352,iOS,2,0,0,0,0.7469449197634379
60,Male,US,2,19.16118599902712,iOS,2,0,0,0,10.009912757958384
48,Male,US,3,105.4468218621391,iOS,1,1,1,1,32.97603657374263
48,Male,US,1,68.71482675745428,Android,3,0,0,1,17.30063953775371
32,Female,EU,1,54.02089774878189,Android,1,0,0,0,9.69781995650219
60,Female,US,3,187.3053857509092,Android,2,1,0,0,18.7138190008762
43,Male,US,2,41.10064986882044,Android,2,0,0,0,15.64506608896874
38,Female,US,7,122.03796920810777,Android,2,1,0,1,37.42551069207082
31,Male,US,6,9.714733773245646,Android,2,0,0,0,5.766710053180121
58,Female,US,4,96.89663204701233,iOS,2,1,1,1,43.40958722799759
60,Female,EU,3,53.66787121841229,iOS,2,1,1,1,31.356813903336334
18,Female,EU,2,45.94922185219296,Android,1,0,1,0,12.047621126439356
25,Male,US,2,94.48337998793578,Android,2,1,0,1,22.138111278479236
28,Female,US,2,28.869551668024595,iOS,3,0,1,0,6.9424235866281805
60,Female,EU,5,16.445061363815434,Android,1,0,0,0,13.822750604686984
19,Female,EU,3,30.502507975006537,iOS,2,0,0,0,10.288922960034535
44,Female,EU,2,107.06769687519105,Android,1,1,1,0,13.301081404252349
20,Female,EU,2,35.35765008329623,iOS,2,1,1,1,32.806299674722666
41,Female,EU,3,66.39178318839343,Android,2,0,1,1,24.731647626617704
45,Male,EU,5,74.72007975847208,Android,1,1,0,0,9.125560790229192
32,Female,EU,5,61.24246483594855,Android,3,0,0,1,22.84349990173039
52,Female,US,2,92.9937160749909,Android,1,1,1,1,21.034752632000526
58,Female,US,2,122.15069992240277,iOS,2,1,0,1,39.9879703850043
26,Female,Asia,0,132.28353783475112,Android,1,1,1,1,9.86708642576511
51,Female,EU,2,41.184209619755215,Android,3,0,1,0,9.034994681753306
23,Female,Asia,2,41.21806489513547,Android,1,1,1,1,18.72656715710953
42,Male,US,2,27.913259122054402,iOS,3,1,0,0,14.218550015021581
44,Female,EU,3,71.15742659704576,Android,1,0,0,0,2.8702907441102434
22,Female,EU,5,249.05818494707722,Android,2,1,1,1,32.91129103976388
44,Female,US,4,113.88653973655477,Android,2,1,1,1,37.30326979670041
48,Female,EU,1,38.83607650772421,Android,1,1,0,1,22.75831088245185
40,Female,EU,1,101.0743272656467,Android,1,1,1,1,35.93731171093101
37,Male,Asia,1,15.242120441932578,Android,1,1,0,0,7.70121831507917
26,Female,US,3,45.7404108946738,Android,3,0,1,0,13.54311157041962
28,Female,EU,3,22.831418912384137,Android,3,0,0,1,9.53059946092613
46,Male,US,3,35.66238142460549,iOS,1,0,0,0,5.280543938778671
20,Male,US,0,15.589512400271602,iOS,1,0,0,0,18.252095372757783
49,Female,EU,5,61.36581367845003,Android,3,1,1,1,25.688607642275905
26,Female,EU,2,35.39201652558725,Android,2,0,0,0,17.179642429030622
58,Female,EU,4,61.48057442237497,Android,3,1,1,1,24.065961532479268
28,Female,EU,2,90.18127278347126,Android,2,1,1,1,26.40467997755481
51,Male,US,7,69.55068768291173,Android,2,1,0,1,20.46847009191371
45,Male,EU,3,97.15721677128104,iOS,3,0,0,0,7.13723678368501
40,Female,US,4,144.37206371467343,Android,3,1,0,1,34.616019440550566
25,Female,EU,2,74.01381716896196,iOS,2,0,0,0,19.498554051520273
20,Female,EU,1,132.47930534957285,iOS,3,0,0,0,12.861563733907758
34,Female,Asia,2,100.94564983131943,iOS,1,1,1,1,25.93914946090302
32,Female,Asia,0,2.469299980012945,iOS,1,0,1,1,18.759432092395656
18,Male,US,1,39.837659055299014,Android,2,0,1,0,15.890575753430909
52,Male,Asia,3,225.1125639784542,Android,1,1,0,0,16.106364416193195
47,Male,Asia,8,119.76795963200787,Android,1,1,1,1,28.1427626056015
29,Male,Asia,3,9.951069434854471,iOS,2,0,1,1,17.515147174691133
55,Female,Asia,4,67.27583430534987,Android,2,1,1,1,20.19591936633273
34,Male,US,2,20.05479051684824,Android,1,1,1,1,27.926812876356394
44,Male,Asia,1,97.22668718064186,iOS,2,1,1,1,36.63541424314489
20,Male,US,5,98.54115179095658,iOS,1,1,0,1,26.395130382304778
49,Male,EU,2,74.17312062834864,Android,3,1,1,1,31.275287277465406
56,Male,EU,4,41.675525658712175,Android,1,0,1,1,15.301858100410886
19,Male,Asia,4,81.50358832291512,Android,2,1,1,1,24.82938279503152
24,Female,Asia,3,96.77568482843174,iOS,2,0,1,0,5.105333671355846
31,Male,EU,2,13.5477329474319,iOS,1,0,0,0,16.214308737709786
42,Male,US,3,18.014988289753866,Android,3,1,1,1,34.17715751000738
25,Male,EU,0,31.028342077141325,Android,2,1,0,1,26.284889294080187
35,Female,EU,7,51.60916889350089,iOS,2,1,1,1,46.5292944400112
24,Male,US,0,36.38545795136891,Android,2,0,1,1,6.364400676348634
29,Female,US,0,41.36760247692332,Android,3,0,1,0,3.7106824549830106
37,Male,US,3,82.3870663754355,Android,2,0,1,0,15.43578703354991
27,Female,EU,0,109.65201750237301,iOS,3,0,0,0,15.0913504961691
36,Male,Asia,4,65.23926862669938,iOS,1,1,0,1,20.949217433805963
49,Female,EU,4,59.610258500078025,Android,2,0,1,1,23.08719786519375
30,Female,EU,2,45.707315387332876,Android,2,0,0,0,8.409365691314509
48,Male,EU,3,5.737319447109101,Android,2,0,1,1,15.88111883599057
35,Female,Asia,0,124.02788259915411,iOS,3,1,1,1,28.7897420557801
45,Female,Asia,5,73.48224171260537,Android,1,1,1,1,18.921999611385015
31,Female,EU,1,88.16883637456885,iOS,3,0,0,1,21.900019755299837
59,Male,US,2,93.87710936799124,Android,2,0,0,0,7.694912901146458
59,Female,EU,4,49.710189091207795,iOS,3,0,0,1,26.41592655301161
37,Female,EU,5,19.076669417776568,Android,1,1,1,1,25.959888449027943
46,Male,EU,2,45.03044966891716,Android,2,1,1,1,17.288531347352862
41,Female,US,4,83.65297639928207,iOS,1,0,0,0,7.838019466159986
38,Female,US,0,41.02890410365828,Android,3,0,1,0,10.85982223643144
55,Male,US,1,30.860602267531046,Android,2,0,1,1,19.996593803972587
55,Female,EU,5,42.98420101884518,Android,2,1,1,1,33.667288275739246
58,Female,EU,2,88.93865304501851,Android,1,1,0,1,13.985005854865685
23,Male,EU,2,84.01218204321228,iOS,2,0,1,0,7.963576240717732
24,Male,EU,7,11.322294262959433,Android,1,1,0,0,20.759831967653408
21,Female,US,7,159.7704879046961,Android,3,1,0,1,30.659557540015676
43,Female,EU,1,38.28969781933677,iOS,2,0,0,0,6.795372100678704
50,Male,EU,1,67.71851163646045,iOS,2,1,0,1,35.18686605991513
43,Female,EU,3,52.18112044097228,iOS,2,0,1,1,34.03524854067114
20,Male,EU,3,10.303690230001507,iOS,3,0,1,0,11.30762439302892
59,Male,EU,5,43.954709034242,Android,2,0,1,1,9.604113742083243
49,Female,Asia,1,59.92043526840048,iOS,1,0,0,0,11.94380357850561
46,Female,Asia,3,22.77188022524038,Android,1,0,0,0,13.362001527519784
49,Male,EU,2,66.11242650625711,iOS,1,0,1,0,7.763356309212023
51,Female,Asia,2,35.48107010568698,iOS,1,1,1,0,15.923312591471095
42,Female,US,4,84.63699790167152,iOS,3,0,0,0,13.85823401906749
21,Female,US,5,15.033868213481115,Android,2,1,1,1,30.043708358289493
57,Male,EU,4,144.14637896108601,Android,2,0,0,0,13.689708056776302
19,Male,Asia,2,59.50364413767821,iOS,2,1,1,0,25.596997789814907
29,Male,Asia,2,101.97870036403576,Android,3,0,1,0,14.564817706174544
47,Male,US,3,209.71627981061843,Android,2,1,1,1,29.839792272430095
27,Male,US,2,62.588686755674004,iOS,2,0,0,0,10.351267946402775
45,Female,US,4,26.185344020243974,Android,2,1,1,0,20.038886120388486
41,Female,EU,0,21.20531654824393,Android,2,1,0,1,28.457318096478254
28,Male,US,2,45.135806074955624,Android,3,0,1,1,10.253264135007436
24,Male,Asia,3,27.81996962448907,Android,3,0,1,0,5.1094250783616815
52,Female,US,4,2.8352479315878267,Android,2,0,1,0,20.679240303153748
39,Male,EU,3,42.13389374637066,Android,2,0,1,1,17.224198312973105
25,Male,US,6,53.788260819330674,iOS,2,0,1,0,18.320987109920058
42,Male,US,6,104.80696600382787,Android,2,1,1,1,27.57534158724126
24,Female,US,2,81.52469262973445,Android,2,1,1,1,25.49558624415052
59,Male,Asia,2,93.66042070306558,Android,2,0,0,1,15.458494220987586
36,Male,Asia,9,49.068768121740014,Android,2,0,1,0,23.441697446704303
52,Male,Asia,2,55.29613078492529,iOS,2,0,0,0,16.7656829188587
40,Female,US,2,130.23090203923334,Android,3,1,0,1,37.44399966432308
